stdno,allowedunits,currentunitsenlisted
2012-56428,21,9
2014-02152,18,18
2013-08394,18,18
2007-04467,18,18
2012-66644,18,18
2012-17625,18,18
2014-48576,18,17
2013-08984,18,15
2011-46485,19,0
2009-62483,21,9
2011-27926,20,15
2011-21407,16,0
2014-98743,18,18
2010-25769,21,21
2011-32945,16,0
2013-98357,21,21
2012-47466,18,12
2012-97854,0,0
2014-11736,17,17
2014-49096,21,21
2011-56707,19,12
2005-44298,0,0
2002-44224,0,0
2013-66337,20,19
2012-38461,18,18
2014-71839,19,17
2011-62109,21,21
2014-98722,19,18
2010-16041,18,18
2014-78689,21,21
2011-11747,18,18
2010-35835,19,8
2012-70810,17,17
2014-22175,17,17
2013-98358,18,15
2012-08040,19,19
2008-09932,0,0
1986-39854,0,0
2010-61441,12,12
2013-30943,23,23
2013-98232,16,16
2012-65548,23,16
2014-08766,19,19
2013-98359,18,18
2014-60944,20,20
2010-04387,21,16
2011-04751,21,21
2014-99240,0,0
2014-24367,18,18
2006-20675,17,0
2010-71911,19,0
2010-96924,21,20
2011-34411,18,9
2013-19961,18,18
2010-34406,20,14
2013-52887,18,18
2014-09431,20,20
2012-98084,17,16
2014-62571,18,18
2012-59323,18,13
2011-56708,19,4
2013-71187,19,19
2013-98360,18,18
2014-23106,18,18
2008-15574,20,18
2012-16940,21,20
2014-43808,21,19
2012-18159,21,19
2014-08033,20,20
2013-52054,18,15
2014-27107,20,19
2012-17769,20,5
2011-97504,17,0
2013-98588,0,0
2013-98558,0,0
2008-33612,16,0
2014-10846,18,18
2008-08283,0,0
2014-98725,19,19
2012-31370,17,15
2012-14988,18,3
2009-34161,19,0
2013-56964,20,20
2014-24272,18,18
2010-96926,21,21
2011-48721,21,6
2013-19205,21,21
2012-28543,19,14
2011-21623,19,11
2014-98891,16,16
2013-46890,18,18
2011-33967,21,3
2012-19234,21,18
2000-47644,0,0
2011-31736,18,3
2012-45243,18,18
2012-00273,21,20
2013-12379,21,21
2014-00753,19,19
2007-65792,0,0
2012-02126,19,8
2013-48425,20,18
2014-21769,19,16
2014-51174,18,15
2014-62185,18,18
2012-30388,19,18
2014-99115,0,0
2010-16589,19,3
2011-22915,21,19
2003-54348,19,0
2013-72423,20,10
2014-07871,19,19
2014-98791,17,15
2013-36285,18,18
2012-97944,23,10
2013-98691,18,18
2006-31908,15,6
2009-96722,16,0
2002-43211,0,0
2011-97672,0,0
2005-42393,0,0
2012-19334,19,17
2008-35094,20,20
2012-17309,18,9
2012-38484,21,21
2014-78762,19,19
2013-98361,21,21
2014-09315,18,16
2013-35619,18,0
2010-50304,18,15
2013-45540,18,18
2013-98233,16,9
2014-72725,19,19
2013-51884,18,15
2014-22115,18,18
2014-42196,18,18
2013-01798,17,16
2014-24364,19,19
2014-71547,12,10
2012-38882,19,17
2014-01136,19,18
2013-05421,21,21
2012-37823,18,15
2010-32198,17,3
2010-14097,19,0
2012-32505,12,12
2012-06357,15,13
2010-41952,21,19
2013-09443,18,0
2010-29069,21,21
2012-38411,18,18
2014-63332,21,21
2010-97148,0,0
2013-75904,21,21
2012-07153,18,18
2009-10925,21,12
2014-71879,18,18
2014-10172,18,15
2011-97329,21,19
2011-45001,17,0
2014-72669,18,18
2013-52558,18,9
2013-98362,23,23
2013-98619,20,18
2014-09318,19,19
2012-59390,17,12
2012-32222,21,21
2011-54223,20,16
2009-24907,18,0
2008-36867,0,0
2011-29710,19,13
2014-61603,17,15
2014-00358,18,18
2014-62947,19,19
2013-98234,16,9
2012-13441,21,19
2011-97356,21,20
2013-08468,18,18
2002-96227,0,0
2009-25052,21,11
2013-34094,20,18
2010-36504,21,19
2002-65737,21,6
2010-97138,0,0
2013-42748,18,18
2008-16436,13,0
2013-12674,17,15
2014-34640,18,18
2012-61595,17,15
2013-00721,18,0
2014-62963,18,18
2014-48424,18,16
2012-24364,20,19
2012-16956,21,18
2011-32098,20,18
2013-05230,18,18
2012-33579,19,12
2010-56289,17,9
2008-58120,15,15
2012-54699,18,18
2013-01378,18,18
2011-30049,18,4
2014-06798,21,21
2011-18356,18,15
2013-68114,20,20
2014-98937,0,0
2014-09416,18,18
2011-36938,18,15
2014-10445,18,18
2007-19639,18,16
2011-26244,18,18
2013-02925,21,21
2013-98546,0,0
2009-19296,19,1
2012-13057,23,13
2013-68234,21,21
2008-40160,18,0
2014-24520,19,19
2013-25840,18,18
2013-98235,16,12
2014-98931,0,0
2003-51275,0,0
2009-31858,15,10
2014-00809,20,20
2013-06247,18,15
2014-72440,20,20
2014-72318,18,18
2012-19806,21,21
2014-45875,18,18
1979-91611,0,0
2010-19829,21,16
2005-43514,0,0
2010-54696,19,15
2009-17987,18,18
2014-18480,20,19
2013-26197,20,20
2006-14291,15,13
2011-57656,18,18
2014-34102,19,19
2005-44297,0,0
2012-97946,18,18
2013-24746,18,18
2011-36425,20,19
2010-08153,21,3
2010-19830,20,16
1992-92026,0,0
2012-19148,18,18
2014-70567,18,17
2014-99191,0,0
2014-09494,20,19
2014-00988,21,21
2011-72045,18,3
2009-17538,19,3
2013-09908,18,18
2013-43510,20,20
2014-45862,21,21
2011-27275,16,16
2010-54649,19,7
2008-18863,15,6
2006-55210,16,15
2014-40095,17,15
2012-19658,18,18
2014-99049,0,0
2012-09179,21,15
2005-45421,19,0
2011-46488,15,13
2014-48556,18,18
2007-60799,19,0
2012-53202,15,15
2009-48469,18,16
2006-39610,20,8
2011-62202,16,0
2011-00848,18,6
2012-07375,15,13
2013-05471,20,20
2011-36902,17,15
2014-72726,21,21
2014-60379,20,19
2013-08902,18,18
2013-98363,21,21
2013-68076,23,23
2012-69895,19,11
2014-98892,16,10
2008-08777,0,0
2013-56714,18,18
2014-36149,19,19
2012-22693,18,15
2010-19831,21,16
2014-98814,20,18
2011-48441,15,15
2012-05562,18,18
2011-43621,18,3
2012-00932,23,21
2013-01782,23,22
2012-08613,17,15
2009-62484,19,4
2013-59724,20,20
2013-01695,18,0
2013-46869,22,0
2012-51561,18,18
2014-29735,18,18
2009-29180,18,12
2011-07640,21,20
2014-72749,18,17
2014-72456,18,18
2011-97479,18,6
2012-29780,19,17
2013-22967,21,19
2011-97555,0,0
2007-13888,19,0
2014-08067,18,18
2007-55623,10,3
2014-73226,18,18
2007-59750,19,0
2014-30611,18,18
2013-52056,18,18
2014-02723,19,19
2013-98236,18,18
2013-98491,0,0
2012-98130,0,0
2014-08110,21,19
2008-09818,21,18
2010-43763,20,18
2013-06146,18,18
2013-08346,18,0
2010-97145,0,0
2009-15414,15,15
2008-23903,18,0
2010-04683,18,9
2012-20685,18,12
2009-96602,0,0
2013-03201,18,15
2012-19108,17,17
2010-41497,20,5
2005-44215,0,0
2012-19895,19,18
2013-12712,20,18
2014-24366,20,20
2014-98784,19,18
2013-49431,21,21
2011-11153,21,0
2011-46563,20,17
2013-05736,18,18
2011-22530,17,6
2012-97947,20,18
2008-20020,21,13
2010-29491,16,3
2012-21100,19,19
2012-19739,21,19
2009-36778,10,0
2014-71306,20,18
2009-60111,18,13
2012-37953,21,18
2014-48779,18,11
2013-16898,18,18
1998-67900,0,0
2014-98893,15,14
2011-18381,19,13
2012-19203,21,19
2014-98894,16,16
2012-08043,19,19
2014-98801,20,19
2012-38454,18,18
2014-04427,20,20
2011-48735,21,6
2010-53802,20,7
2011-62185,24,20
2013-06500,21,21
2012-01065,17,15
2010-00662,18,4
2010-06030,18,10
2011-09167,18,15
2012-51635,21,18
2012-19816,20,18
2014-63457,18,16
2014-46354,19,19
2013-15624,21,18
2009-50732,18,4
2004-06704,17,0
2013-19814,23,23
2011-46489,19,18
2012-98022,0,0
2013-06423,19,17
2009-19243,20,20
2011-97654,21,16
2003-16018,0,0
2014-27451,20,19
2009-37833,10,0
2012-19651,18,18
2002-96268,0,0
2012-20089,18,13
2014-63458,19,19
2011-49187,19,18
2009-37834,0,0
2013-26699,18,18
2012-35784,17,15
2011-62093,17,9
2011-25850,21,15
2013-74812,18,18
2013-45542,18,17
2013-98366,23,23
2014-14100,20,19
2013-56987,18,15
2014-72695,21,21
2014-72390,19,17
2011-97452,21,21
2013-09820,21,21
2000-50096,0,0
2010-28951,22,17
2014-65712,18,18
2003-56787,0,0
2008-36552,20,20
2014-26909,20,20
2013-61723,18,18
2013-98365,21,21
2005-46720,0,0
2011-12076,18,18
2013-98367,23,23
2013-45867,18,18
2013-26636,23,19
2013-98553,18,18
2007-46080,0,0
2014-48480,21,21
2012-48284,21,17
2014-98808,20,20
2005-48152,0,0
2012-51256,18,12
2011-42915,18,12
2014-35407,20,20
2011-22034,20,18
2007-36332,0,0
2012-27938,18,18
2011-05285,19,3
2011-07642,21,24
2012-07025,17,15
2011-21775,16,0
2009-15056,12,12
2010-45409,15,14
2013-04701,21,21
2014-12554,17,17
2012-00207,21,21
2012-17923,20,18
2010-42986,12,8
2014-06266,18,15
2011-04974,15,15
2013-04619,20,20
2009-07214,18,3
2013-34142,18,15
2014-14736,19,19
2011-42510,20,18
2013-20378,18,18
2010-18277,15,9
1981-31308,0,0
2011-97668,0,0
2014-98895,16,13
2012-38485,19,10
2003-54742,0,0
2014-30290,20,18
1992-41388,0,0
2013-07768,17,17
2012-40070,19,19
2012-37742,21,17
2013-04642,21,21
2013-27689,21,21
2010-43123,18,0
2013-60696,21,21
2010-42939,16,6
2013-70092,15,13
1997-43308,0,0
2010-97275,21,21
2010-27006,17,3
2009-04631,20,18
2012-37240,21,21
2014-46313,18,18
2013-06147,17,17
2011-46859,20,10
2012-19869,21,21
2012-37824,21,19
2010-42598,12,11
2008-47023,15,15
2009-19046,19,6
2011-54915,18,18
2011-08787,20,10
2009-96727,0,0
2014-20124,20,17
2014-98896,15,14
2010-65983,20,12
2009-35939,0,0
2013-02583,17,13
2011-97441,21,15
2014-72748,18,18
2013-16329,18,18
2010-97021,19,13
2013-51028,20,13
2012-48008,21,9
2013-72383,20,20
2010-50357,12,12
2011-42903,19,18
2013-46488,17,15
2014-98955,0,0
2013-43775,21,21
2013-22415,18,18
2014-00189,18,18
2009-42904,16,0
2014-72670,15,15
2012-38414,21,18
2013-07522,19,15
2014-98708,18,18
2006-35571,0,0
2003-49245,19,0
2012-18023,20,16
1980-40530,0,0
2013-09010,17,17
2011-47703,15,13
2014-72696,19,19
2014-98897,16,13
2012-62720,12,11
2014-19462,18,18
2014-02884,18,16
1998-38880,0,0
2006-35501,0,0
2014-08851,18,18
2012-57596,18,18
2012-19764,19,13
2012-21106,21,21
2013-36820,18,18
2013-60043,18,18
2014-49399,18,18
2009-63608,21,21
2008-37704,19,0
1999-62288,0,0
2006-39643,0,0
2013-98237,15,0
2013-37689,20,11
2014-71268,20,20
2010-59962,15,15
2011-97458,21,21
2011-25238,17,6
2014-29985,18,18
2014-99172,18,14
2014-99094,0,0
2013-61138,23,22
2012-32934,23,11
2010-97034,18,3
2011-81867,20,20
2014-26117,17,17
2007-42803,0,0
2013-22119,18,15
2009-96735,19,3
2010-00185,19,7
2014-71946,18,17
2007-14430,17,3
2012-38486,20,11
2013-22952,17,9
2011-60017,19,0
2010-09078,16,13
2011-54215,19,14
2013-13576,21,21
2014-33497,18,17
2012-51604,18,18
2010-40634,12,11
2012-11620,12,11
2008-06711,17,0
2011-22193,12,3
2004-95109,0,0
2014-08882,19,18
2013-98368,18,18
1993-92752,0,0
2011-97469,18,6
1994-92907,0,0
2014-36648,20,20
2002-33636,0,0
2012-38339,21,19
2012-51107,19,15
2008-39853,19,0
2014-16687,19,19
2014-99047,0,0
2011-12823,18,15
2008-28786,16,0
2014-08740,18,17
2012-18356,21,18
2011-32908,17,0
1991-43364,0,0
2014-72706,18,18
2006-36236,19,7
2012-38487,19,17
2013-98369,18,18
2011-62201,18,10
2012-37449,18,15
2013-98531,0,0
2013-00569,17,17
2009-10900,21,20
2011-62304,18,18
1992-19628,0,0
2013-04711,23,23
2011-35654,20,8
2011-44408,18,18
2009-17370,10,0
2014-98985,0,0
2013-01881,20,20
2012-10609,18,6
2012-76484,19,18
2007-65524,21,21
2012-06249,18,12
2013-26693,19,0
2011-28567,21,17
2014-98820,18,0
2012-97785,15,0
2010-03209,19,6
2013-07770,20,18
2010-21856,21,21
2012-30392,19,10
2014-24969,17,17
2010-03791,16,3
2014-98965,0,0
2014-24075,20,20
2013-21655,18,17
2012-98008,0,0
2013-48707,18,17
2011-22168,17,12
1987-12776,0,0
2010-21079,19,0
2010-25788,18,3
2009-96647,12,0
2014-63652,19,19
2013-45592,18,15
2011-17170,21,9
2014-51459,19,19
2013-98371,21,21
2012-28037,20,20
2014-15982,18,18
2014-98709,18,18
2011-15718,17,6
2013-49692,19,17
2012-02746,18,18
2011-49064,15,15
2010-41357,21,6
2011-22640,19,11
2014-08992,19,19
2009-14953,17,9
2014-98676,0,0
2013-68237,18,18
2012-18537,21,0
2011-97584,0,0
2010-08179,17,0
2013-98238,15,6
2014-99084,0,0
2014-99028,0,0
2007-52202,0,0
2010-18464,20,15
2008-13381,12,11
2011-27727,17,11
2013-09767,18,18
2014-71592,17,17
2013-08264,19,19
2013-42259,17,17
2013-98372,18,18
2012-04382,21,16
2010-28411,12,0
2014-08793,17,17
2014-32439,19,19
2011-62616,18,6
2013-47148,19,17
2011-25787,20,20
2013-62544,18,18
1994-44530,0,0
2007-17606,21,13
2013-17431,20,20
2013-06206,15,15
2011-39197,19,6
2010-15180,21,19
2014-08093,18,18
2014-53897,18,18
2010-30536,16,15
2001-45768,0,0
2011-22078,18,0
2013-33983,18,18
2013-68238,23,23
2012-37490,18,13
2013-66340,20,20
2011-22048,18,12
2012-98021,0,0
2009-32407,0,0
2010-97160,0,0
2013-08060,18,18
2012-57398,19,19
2010-40139,16,0
2013-21444,21,21
2011-18470,21,18
2012-34861,12,10
2012-02388,18,12
2014-99249,0,0
2011-48836,20,11
2009-57138,15,0
2011-22173,21,0
2008-67819,18,15
2011-07867,20,19
2008-56411,16,0
2011-47114,18,18
2008-25721,21,13
2012-98097,0,0
2014-23232,21,21
2014-72391,17,17
2011-18179,20,19
2014-53523,19,19
2014-77144,20,20
2014-60914,18,18
2012-38210,19,12
2013-37435,18,18
2014-08500,21,21
2012-70826,21,19
2011-07658,18,15
2013-06782,21,21
2014-05527,18,15
2008-18529,16,6
2011-38940,17,15
2014-72697,19,19
2011-21125,19,19
2010-96929,18,15
2012-19717,19,19
2008-07210,12,12
2012-00949,18,18
2014-23672,18,18
2014-09935,18,18
2014-00303,18,18
2014-08273,18,18
2008-96270,0,0
2014-71398,18,18
1994-93017,0,0
2013-35202,18,18
2014-81873,20,20
2013-06760,15,15
1972-01337,0,0
2011-28190,21,21
2013-98239,15,6
2004-41861,0,0
2009-18710,19,0
2014-08728,19,18
2012-37883,21,12
2012-04851,12,8
2013-00095,18,15
2011-45271,18,18
2011-60917,19,3
2013-68013,18,18
2010-10855,19,11
2013-24841,19,14
2014-33626,21,21
2013-12649,20,20
2014-26782,18,18
2014-39618,20,20
2009-18246,15,0
2013-35991,18,18
2013-01169,18,12
2013-68078,15,14
2013-71192,19,19
2014-81836,19,19
2010-43587,18,1
2011-47807,16,0
2013-75644,20,20
2012-38488,21,21
2013-30557,21,21
2012-37324,20,20
2011-43295,19,3
2010-41499,15,15
2014-09154,18,18
2011-33840,18,12
2012-04285,18,18
2011-48572,18,17
2013-98240,15,14
2011-47917,19,0
2014-71267,17,17
2012-18168,20,19
2013-55992,19,0
2013-98241,15,9
2011-03449,21,21
2009-96894,12,12
2013-42379,20,20
2010-34135,18,15
2012-10014,21,12
2010-33081,18,18
2014-62414,17,17
2013-37670,18,18
2011-27408,20,18
2014-36641,20,20
2013-33834,20,18
2009-47490,18,0
2010-37522,21,12
2012-18973,21,18
2004-36977,0,0
2012-26509,18,15
2014-27316,19,19
2013-25594,18,18
2011-62095,19,11
2013-08328,18,18
2013-56394,21,19
2014-65829,18,18
2011-02228,21,3
2011-46522,19,0
2012-15852,15,15
2013-06824,18,15
2011-58752,12,9
2011-19108,20,8
2011-47217,15,14
2001-64845,0,0
2011-62685,19,6
2012-30305,20,20
2014-35123,20,20
2012-38022,18,18
2012-35002,15,15
2007-00159,18,0
2013-06965,18,15
2007-56788,0,0
2013-09847,18,18
2013-06149,15,11
2007-32803,10,0
2011-79209,0,0
2013-22393,21,19
2013-37829,20,20
2013-33634,21,20
2014-71593,18,18
2011-47363,21,17
2012-39531,19,17
2013-18916,20,20
1994-93382,0,0
2010-00433,18,18
2013-98373,18,18
2010-96931,21,21
2009-50682,19,0
2014-08497,19,17
2010-06997,12,9
2014-62817,17,16
2011-21409,21,19
2012-38361,21,19
2007-23377,0,0
2011-07365,18,0
2014-14738,18,18
2013-70096,17,17
2014-14740,19,19
1986-93847,0,0
2013-08191,18,18
1992-20527,0,0
2014-01297,18,15
2013-59208,18,18
2006-35573,0,0
2004-40448,0,0
2012-98159,0,0
2014-99268,0,0
2013-98516,0,0
2008-96365,0,0
2009-47835,21,21
2014-78520,18,16
2014-10323,20,19
2013-14616,18,18
2013-98690,17,17
2008-66207,19,0
2012-03496,18,18
2010-21477,21,10
2013-41097,21,19
2010-43272,19,0
2012-61004,19,18
2013-33210,17,16
2013-67087,18,18
2011-59536,21,21
2012-72514,18,18
2013-70097,21,21
2011-48380,19,9
2013-06754,21,18
2014-99132,0,0
2011-18422,19,0
2008-38618,0,0
2014-99272,0,0
2012-32508,21,21
2010-12955,18,18
2014-71931,18,18
2013-98446,0,0
2012-61006,18,11
2014-33417,18,18
2008-59509,18,6
2007-40168,18,0
2013-56876,18,18
2014-28233,18,18
2014-28439,21,21
2012-59362,15,6
2013-71645,18,17
2014-06030,18,18
2013-08507,15,14
2011-22039,18,3
2014-98969,0,0
2012-18063,21,19
2012-04852,18,18
2012-49459,21,20
2008-09962,15,15
2011-44331,21,3
2008-69002,19,12
2014-15642,20,20
2013-11513,20,18
2014-15644,19,19
2012-29115,18,18
2014-74729,20,20
2011-29544,19,18
2012-11545,15,13
2014-45828,20,20
2010-59903,16,0
2010-42096,16,12
2008-38495,0,0
2011-48419,21,6
2010-42300,12,12
2010-57432,19,10
2011-62639,18,12
2013-08352,18,18
2014-77816,17,17
2014-98925,19,17
2014-09359,18,15
2012-98177,20,20
2012-44417,19,18
1993-36644,0,0
2011-31669,21,10
2014-85104,18,18
2013-02285,18,18
2005-58264,0,0
2011-24209,21,19
2014-27161,21,21
2011-97337,21,21
2012-11399,19,19
2012-17870,21,21
2014-58917,20,20
2012-38415,21,21
2014-72407,20,20
2013-12660,19,17
2008-38378,0,0
2012-17772,18,16
2012-60084,21,18
2014-52125,18,17
2010-14757,19,15
2011-97591,0,0
2014-99196,0,0
2000-99307,0,0
2014-14346,18,18
2013-09738,18,15
2011-62034,21,18
2013-55991,20,18
2013-55323,21,19
2011-97470,12,12
2013-51655,18,18
2012-66352,19,18
2013-09855,18,15
2011-19633,15,3
2011-25452,15,15
1998-62043,0,0
2012-60168,23,10
2014-72671,18,17
2007-08181,0,0
2009-45978,21,21
2007-67110,0,0
2014-72650,18,17
2013-68140,20,18
2011-97461,12,12
2004-45660,0,0
2014-08836,20,20
2011-20602,18,10
2009-47366,18,9
2012-42841,12,11
2013-30214,20,20
2013-71166,21,21
2014-71269,17,17
2013-98652,0,0
2012-72067,17,15
2013-26298,21,18
2005-70746,0,0
2012-64322,18,12
2011-52480,15,15
2014-09779,18,18
2014-70617,18,18
2010-07619,18,3
2006-67619,0,0
2007-06952,19,0
2010-32334,19,9
2012-98162,0,0
2011-14908,16,6
2014-99187,18,15
2012-18140,18,13
2013-46801,12,11
2005-46360,0,0
2014-71937,18,18
2012-18145,20,12
2012-48155,18,13
2012-01047,20,18
2011-06105,20,0
2013-40844,21,21
1992-36675,0,0
2011-39407,20,10
2014-28569,18,15
2014-71458,18,18
2006-31632,0,0
2010-19834,19,1
2014-81664,18,18
2014-71272,20,19
2010-51789,21,18
2012-07453,17,15
2009-03751,21,10
2013-98488,0,0
2009-48467,16,3
2013-40521,18,0
2009-37836,0,0
2012-98174,0,0
2014-99263,0,0
2007-95983,0,0
2013-98647,0,0
2013-98509,0,0
2014-20453,18,15
2004-40838,19,1
2011-56717,18,0
2012-35385,21,18
2009-46912,21,13
2004-46299,0,0
2011-49065,20,20
2013-68043,20,20
2011-15869,21,14
2007-32763,19,0
2014-99188,0,0
2012-19654,18,13
2012-54536,21,20
2012-72164,18,18
2010-23880,12,9
2009-96862,0,0
2009-40485,17,0
2014-98701,18,0
2011-15023,21,21
2014-51465,18,18
2012-47795,18,18
2014-33175,19,19
2012-98153,0,0
2013-06996,12,11
2009-06861,21,13
2011-21828,12,10
2011-08791,20,19
2013-42261,15,13
2011-61103,19,6
2014-08266,18,18
2012-16021,18,0
2014-24430,20,20
2014-26069,21,21
2013-30565,21,21
2012-19897,19,17
2012-57740,23,15
2014-45035,20,20
2010-06036,19,18
2014-98932,0,0
2010-19957,19,3
2007-22438,19,3
2012-27805,21,19
2014-33825,20,18
2013-68187,21,19
2010-97307,19,18
2013-19897,21,21
2013-29741,21,21
2013-29618,20,20
2014-80486,18,18
2013-50792,23,23
2009-27055,19,0
2013-68079,21,21
2011-26956,12,0
2013-98657,0,0
2012-42443,23,21
2014-56322,21,20
2010-61860,19,6
2014-99217,0,0
2012-37667,18,13
2014-99212,0,0
2013-45546,20,20
2012-37423,12,6
2009-56707,21,15
2014-04252,18,18
2014-08119,18,18
2014-99227,0,0
2012-46513,15,12
2014-50774,20,20
2012-29237,20,19
2014-48299,18,18
2013-24842,20,20
2005-43613,0,0
2003-32571,0,0
2014-73970,18,18
2013-98603,0,0
2012-46300,20,19
2011-59516,19,7
2014-08379,19,19
2014-99158,18,0
2013-25022,18,15
2012-03267,18,6
2012-98133,0,0
2003-72873,0,0
2012-37957,18,16
2014-72651,18,18
1989-40759,0,0
2013-29476,21,18
2012-04580,17,15
1983-34637,0,0
2008-06130,16,6
2014-09314,19,19
2010-19836,15,15
2007-65910,15,15
2010-35979,18,0
2011-97734,0,0
2012-22588,24,20
2013-08332,15,0
2012-60403,15,14
2013-40863,19,19
2009-18174,18,0
2012-15864,18,18
2012-63551,18,12
2014-62713,18,18
2011-97364,18,18
2014-24610,18,18
2014-20972,18,18
2013-28724,18,15
2011-62638,18,6
2014-57339,19,19
2013-07000,18,18
2010-41326,19,0
2011-10187,15,15
2012-12102,19,17
2014-13655,19,18
2014-57836,18,18
2005-95404,0,0
2014-02686,21,21
2009-19484,19,0
2014-98710,18,17
2014-98744,18,18
2014-70805,19,18
2010-41736,19,0
2014-45051,20,20
2013-68080,18,15
2011-44472,15,17
2012-20625,19,9
2013-31040,21,21
2013-09146,18,18
2014-48300,21,21
2014-71970,20,20
2014-05785,20,20
2014-12037,19,19
2012-38839,17,15
2009-18025,21,10
2009-62487,15,0
2014-60743,19,19
2014-44751,20,19
2012-12926,19,13
2013-14413,18,0
2013-09024,18,18
2014-98898,16,16
2013-29762,18,18
2012-18592,21,21
2014-40585,18,18
2012-03790,18,15
2013-98441,0,0
2012-20580,12,9
2011-22313,21,15
2013-98496,0,0
2014-01448,19,19
2011-52081,15,13
2011-55215,18,18
2010-42364,18,0
2014-79645,19,17
2004-58178,0,0
2011-35641,19,7
2013-61920,23,23
2009-23603,16,0
2011-24217,12,11
2012-30446,19,16
2014-62466,18,18
2010-12604,19,0
2013-08502,18,17
2014-01072,18,18
2014-71382,19,19
2014-99059,0,0
2012-98149,18,18
2011-37974,16,0
2009-58110,18,9
2013-09987,20,17
2013-35892,21,21
2011-63178,21,3
2012-97949,20,19
2012-44072,19,10
1999-27696,0,0
2014-30133,21,21
2011-46439,18,0
2011-97460,21,20
2014-98921,18,0
2012-11841,19,19
2013-06540,18,18
2011-62178,19,13
2014-09903,21,21
2013-08339,18,18
2013-74504,17,15
2013-60483,17,16
2010-03486,21,4
2013-28964,21,19
2006-42648,19,0
2006-35611,0,0
2013-63333,19,15
2014-70475,18,17
2014-77817,21,20
2011-03466,12,0
2014-33111,21,20
2014-28111,19,19
2010-52306,19,4
2013-08175,21,18
2011-62092,21,6
2012-47293,15,14
2010-53803,18,15
2012-38929,20,19
2013-06508,23,21
2013-09735,18,15
2012-08100,17,15
2011-46862,19,13
2002-69533,0,0
2003-49627,0,0
2014-33180,21,21
2012-60100,18,10
2010-40080,16,6
2012-19765,18,18
2012-19814,20,19
2012-97823,15,3
2013-11099,18,15
2011-38486,15,3
2012-07171,18,6
2011-22373,18,1
2010-11619,18,0
2013-04696,18,18
2013-31041,21,21
2014-67001,19,19
2014-99055,0,0
1999-41516,0,0
2014-72292,20,20
2013-09844,18,18
2011-20897,19,17
2011-10861,16,6
2014-38280,19,18
2009-60206,15,9
2011-62198,21,14
2009-18086,18,12
2007-51909,16,0
2014-99072,0,0
2010-33142,17,3
2013-60937,20,20
2010-34173,21,10
2012-17909,19,18
2010-42978,16,0
2007-62153,0,0
2012-23410,19,18
2010-60535,16,16
2011-62125,21,21
2013-36529,17,17
2012-09020,19,15
2007-53816,18,3
2014-20711,20,20
2010-57120,18,18
2013-74160,18,12
2012-10344,17,14
2008-09883,13,3
2011-26142,18,0
2014-71395,19,19
2012-98135,0,0
2014-98677,0,0
2010-19838,0,0
2011-97423,0,0
2009-18803,20,12
2011-18191,21,19
2013-09137,20,18
2013-09919,21,21
2014-72565,17,17
2010-07153,15,15
2012-98168,0,0
2014-50461,18,18
2010-50567,18,18
2007-49540,19,6
2012-08792,18,17
2013-11066,18,18
2011-11846,18,7
2009-19602,18,3
2012-60085,23,15
2012-16574,19,15
2012-05957,18,18
2013-72437,18,17
2014-71973,19,19
2011-97464,21,10
2013-18047,18,18
1992-46861,0,0
2014-65868,18,18
2011-12385,18,18
2012-68640,19,9
2013-25872,18,18
2012-97950,19,18
2011-97669,0,0
2013-45563,19,11
2012-98109,0,0
2014-42571,18,18
2014-80338,17,17
2004-58125,0,0
2011-10793,21,14
2014-70473,21,21
2011-19113,19,1
2014-36804,18,17
2006-49443,19,0
2014-42114,19,19
2013-07286,18,18
2009-08126,19,0
2011-62496,21,19
2014-55112,17,17
2007-51863,19,0
2012-44941,18,12
2010-37621,18,18
2014-98760,18,18
2014-26672,20,20
2014-33837,19,19
2013-02246,21,21
2013-31101,21,21
2013-08981,18,18
2011-23070,19,3
2008-38133,19,6
2012-19520,19,18
2013-05433,20,20
2012-03694,17,15
