stdno,allowedunits,currentunitsenlisted
2014-13681,20,20
2012-18872,19,18
2013-06554,18,18
2011-48855,16,0
2013-06213,23,23
2014-32847,18,18
2012-19729,20,17
2014-72055,19,18
2013-26687,21,19
2012-27950,19,0
2013-06706,19,19
2012-68596,21,16
2012-15883,21,21
2012-18918,19,19
2013-25040,18,15
2012-76505,18,18
2014-08046,17,17
2013-07936,20,18
2012-24947,18,18
2014-00205,21,21
2012-14734,21,21
2012-58993,18,18
2014-22156,17,17
2013-98261,18,18
2013-66717,18,18
2013-25107,23,22
2011-62120,19,1
2013-28746,18,18
2012-16951,20,14
2014-20942,17,17
2011-22250,18,12
2014-29464,19,19
2009-23694,19,12
2014-98800,20,18
2014-71892,21,21
2013-34141,21,21
2014-70966,18,18
2014-78744,19,19
2013-15213,21,21
2014-60813,19,19
2013-40268,20,20
2011-62574,12,9
2014-48378,19,19
2013-68248,18,15
2009-18004,21,3
2012-05123,18,18
2014-28467,18,18
2014-38844,17,17
2010-06146,18,18
2012-13483,21,15
2010-00447,21,19
2011-28198,20,20
2014-55565,20,19
2014-24240,21,21
2014-31168,18,15
2012-05796,18,15
2014-98715,18,18
2013-03369,18,18
2013-25607,18,18
2012-18040,17,15
2009-41981,21,3
2012-59256,21,18
2012-37972,19,12
2011-36692,19,6
2012-38441,19,19
2013-19363,18,0
2013-06199,19,19
2012-97977,20,20
2009-24122,13,3
2012-04379,21,19
2012-29789,18,16
2012-30407,18,18
2014-27251,21,21
2012-31214,19,18
2013-16637,18,18
2013-71171,21,21
2013-09109,18,15
2011-62502,20,20
2014-24459,18,18
2013-98664,21,0
2011-36039,16,0
2014-29329,21,21
2014-29710,20,20
2013-09739,20,20
2009-60011,16,0
2012-00810,19,12
2013-49875,20,20
2014-55563,18,18
2012-57553,18,18
2014-06498,20,20
2003-95004,16,3
2014-63029,21,12
2013-09326,21,21
2014-75249,18,18
2010-56671,16,15
2013-98253,15,9
2013-63828,18,18
2010-19377,18,15
2011-07039,16,0
2013-17403,18,18
2013-66359,19,19
2012-50599,18,18
2013-98265,16,12
2012-02711,23,15
2014-77018,18,18
2013-68249,18,18
2011-23872,19,14
2014-22540,17,17
2011-50616,16,3
2013-68099,21,21
2010-51781,16,0
2013-48607,21,21
2011-08635,16,3
2014-00448,21,21
2014-71568,18,17
2013-30957,23,22
2014-06623,17,17
2013-30619,19,19
2014-21374,19,19
2012-37975,19,19
2012-40846,19,15
2012-43154,21,16
2013-58177,18,18
2014-72735,19,19
2013-09015,19,17
2011-21417,16,0
2012-18071,18,3
2014-06116,21,21
2012-22832,19,18
2012-10662,21,21
2014-09607,18,18
2014-20647,18,18
2013-19786,18,18
2014-48381,20,20
2014-12062,17,17
2014-27762,19,19
2014-99174,18,18
2014-98881,16,16
2014-09313,19,19
2014-05406,18,18
2012-52898,19,17
2012-32512,20,14
2010-34149,21,6
2013-36910,21,21
2014-66247,19,19
2012-65855,21,19
2014-42637,19,19
2014-55561,19,19
2013-45785,18,0
2012-60746,21,10
2012-37739,18,15
2012-66150,21,21
2012-49786,20,19
2014-72107,19,19
2014-00506,20,19
2013-35091,17,16
2014-98728,21,21
2014-28406,18,18
2009-96575,18,13
2013-24345,18,18
2013-29969,21,18
2011-41970,18,13
2014-43283,18,18
2014-06121,19,19
2013-08642,20,20
2014-70179,19,19
2013-67041,18,18
2011-03302,19,3
2013-37060,18,0
2014-62756,19,18
2011-48656,21,6
2012-19619,19,19
2012-18102,17,15
2014-70782,20,20
2014-72321,19,19
2012-18016,18,18
2013-01508,18,15
2011-33075,20,16
2011-62119,21,7
2011-48449,20,12
2012-57168,18,18
2011-48450,19,0
2011-48451,19,17
2011-50035,16,3
2013-22490,21,21
2014-37873,20,20
2013-06793,18,15
2013-51309,18,18
2012-19660,23,3
2014-44381,20,20
2011-12085,18,18
2013-22493,18,18
2010-43572,16,8
2012-37414,18,18
2014-73257,19,19
2012-19102,18,16
2014-98811,20,20
2012-10646,21,18
2011-22388,18,18
2014-59564,19,19
2013-04686,20,20
2014-74754,19,19
2014-18491,18,18
2014-02814,19,18
2011-28199,16,0
2012-19558,21,19
2011-20634,17,6
2014-60294,17,17
2014-70113,18,18
2011-31475,17,15
2011-56743,21,21
2014-98770,18,18
2014-23126,18,18
2011-16526,20,16
2011-62927,18,9
2011-10197,16,14
2012-97843,18,18
2014-57104,19,19
2011-18520,19,9
2012-09284,19,18
2014-08898,18,18
2014-72492,20,20
2012-50165,19,12
2008-57780,16,3
2005-95545,19,19
2013-10457,18,18
2007-81458,21,6
2005-10281,18,18
2014-75422,19,19
2014-99175,18,18
2012-18336,18,13
2010-06439,20,13
2011-18300,19,7
2013-06742,18,18
2011-26247,19,1
2008-31699,16,0
2012-55659,19,16
2013-28614,21,19
2013-48561,18,9
2014-23564,18,18
2014-15657,21,21
2013-98424,21,0
2014-61978,20,20
2012-76554,18,18
2014-48383,18,18
2014-09108,18,17
2014-60557,18,16
2012-07139,19,17
2014-28194,18,15
2010-56968,19,15
2010-54347,17,17
2013-59511,18,15
2010-58387,21,16
2014-27493,19,19
2008-09596,17,15
2011-49163,20,6
2011-18373,19,7
2013-41213,18,0
2011-62914,12,0
2011-08803,18,16
2009-55599,19,0
2013-40630,21,21
2012-44508,20,20
2012-57706,21,12
2012-04540,17,15
2013-55714,21,21
2014-71809,17,16
2006-42667,18,18
2012-15585,18,3
2009-19262,21,6
2014-44521,20,19
2014-09305,20,20
2014-35269,18,18
2014-25171,18,18
2013-98411,20,20
2014-98723,19,18
2013-23529,18,18
2013-50384,17,16
2014-33205,18,18
2014-41868,17,15
2012-04033,19,15
2012-53946,18,18
2014-28195,20,19
2013-05935,18,18
2013-15120,18,0
2011-05279,21,18
2013-52308,22,11
2014-70931,18,18
2013-56960,19,19
2013-54721,18,18
2013-98412,18,18
2014-69812,18,18
2013-56426,18,15
2014-10289,18,15
2013-60490,23,23
2011-39011,19,0
2012-07403,18,16
2014-43664,17,17
2014-16264,18,17
2011-03677,20,20
2012-18376,20,6
2013-98413,21,21
2012-17181,18,18
2011-22418,17,6
2013-08074,18,18
2012-17635,18,13
2013-47060,18,18
2012-15892,17,15
2013-30393,21,21
2013-30382,19,18
2014-72395,18,18
2012-40478,18,13
2012-18171,21,21
2012-29571,19,18
2013-10772,21,21
2011-04812,19,14
2014-09207,18,15
2014-73893,21,21
2012-36176,20,18
